Unnamed: 0,Tweets,date tweets,Sentimen,remove_user,cleaning,case_folding,tokenisasi,normalisasi,stopword_removal,stemming,to_sentence
874,gua maunya ke Bromo liat kebakaran,2023-09-15 07:42:44+00:00,2,gua maunya ke Bromo liat kebakaran,gua maunya Bromo liat kebakaran,gua maunya bromo liat kebakaran,"['gua', 'maunya', 'bromo', 'liat', 'kebakaran']","['gua', 'maunya', 'bromo', 'lihat', 'kebakaran']","['gua', 'maunya', 'bromo', 'lihat', 'kebakaran']","['gua', 'mau', 'bromo', 'lihat', 'bakar']",gua mau bromo lihat bakar
875,@nocontxtnetijen gara gara pasangan prewed bromo jadi kebakaran 🥹,2023-09-15 07:55:56+00:00,1, gara gara pasangan prewed bromo jadi kebakaran 🥹, gara gara pasangan prewed bromo jadi kebakaran , gara gara pasangan prewed bromo jadi kebakaran ,"['gara', 'gara', 'pasangan', 'prewed', 'bromo', 'jadi', 'kebakaran']","['gara', 'gara', 'pasangan', 'prewed', 'bromo', 'jadi', 'kebakaran']","['gara', 'gara', 'pasangan', 'prewed', 'bromo', 'kebakaran']","['gara', 'gara', 'pasang', 'prewed', 'bromo', 'bakar']",gara gara pasang prewed bromo bakar
876,@detikcom Jurus polisi di pake pengacara terdakwa kasus kebakaran Bromo😄😄😄,2023-09-15 08:08:23+00:00,1, Jurus polisi di pake pengacara terdakwa kasus kebakaran Bromo😄😄😄, Jurus polisi pake pengacara terdakwa kasus kebakaran Bromo , jurus polisi pake pengacara terdakwa kasus kebakaran bromo ,"['jurus', 'polisi', 'pake', 'pengacara', 'terdakwa', 'kasus', 'kebakaran', 'bromo']","['jurus', 'polisi', 'pakai', 'pengacara', 'terdakwa', 'kasus', 'kebakaran', 'bromo']","['jurus', 'polisi', 'pakai', 'pengacara', 'terdakwa', 'kebakaran', 'bromo']","['jurus', 'polisi', 'pakai', 'acara', 'dakwa', 'bakar', 'bromo']",jurus polisi pakai acara dakwa bakar bromo
877,"@pendakilawas yakin bromo bakal tambah cakep &amp  ijo lagi, secara arang sisa kebakaran kan termasuk media tanam yg bagus..",2023-09-15 08:17:16+00:00,3," yakin bromo bakal tambah cakep &amp  ijo lagi, secara arang sisa kebakaran kan termasuk media tanam yg bagus..", yakin bromo bakal tambah cakep amp ijo lagi secara arang sisa kebakaran kan termasuk media tanam bagus , yakin bromo bakal tambah cakep amp ijo lagi secara arang sisa kebakaran kan termasuk media tanam bagus ,"['yakin', 'bromo', 'bakal', 'tambah', 'cakep', 'amp', 'ijo', 'lagi', 'secara', 'arang', 'sisa', 'kebakaran', 'kan', 'termasuk', 'media', 'tanam', 'bagus']","['yakin', 'bromo', 'bakal', 'tambah', 'cakep', 'amp', 'ijo', 'lagi', 'secara', 'arang', 'sisa', 'kebakaran', 'kan', 'termasuk', 'media', 'tanam', 'bagus']","['bromo', 'cakep', 'ijo', 'arang', 'sisa', 'kebakaran', 'media', 'tanam', 'bagus']","['bromo', 'cakep', 'ijo', 'arang', 'sisa', 'bakar', 'media', 'tanam', 'bagus']",bromo cakep ijo arang sisa bakar media tanam bagus
878,kok bisa ya bromo yang sedeket itu dari sby tp belum pernah kesana. malah gunung ijen yang jauh gitu ku datengi duluan. jadi gabisa ikutan bikin sg bromo sebelum kebakaran,2023-09-15 08:24:16+00:00,1,kok bisa ya bromo yang sedeket itu dari sby tp belum pernah kesana. malah gunung ijen yang jauh gitu ku datengi duluan. jadi gabisa ikutan bikin sg bromo sebelum kebakaran,kok bisa bromo yang sedeket itu dari sby belum pernah kesana malah gunung ijen yang jauh gitu datengi duluan jadi gabisa ikutan bikin bromo sebelum kebakaran,kok bisa bromo yang sedeket itu dari sby belum pernah kesana malah gunung ijen yang jauh gitu datengi duluan jadi gabisa ikutan bikin bromo sebelum kebakaran,"['kok', 'bisa', 'bromo', 'yang', 'sedeket', 'itu', 'dari', 'sby', 'belum', 'pernah', 'kesana', 'malah', 'gunung', 'ijen', 'yang', 'jauh', 'gitu', 'datengi', 'duluan', 'jadi', 'gabisa', 'ikutan', 'bikin', 'bromo', 'sebelum', 'kebakaran']","['kok', 'bisa', 'bromo', 'yang', 'sedeket', 'itu', 'dari', 'surabaya', 'belum', 'pernah', 'kesana', 'malah', 'gunung', 'ijen', 'yang', 'jauh', 'begitu', 'datengi', 'duluan', 'jadi', 'enggak bisa', 'ikutan', 'bikin', 'bromo', 'sebelum', 'kebakaran']","['bromo', 'sedeket', 'surabaya', 'kesana', 'gunung', 'ijen', 'datengi', 'duluan', 'enggak bisa', 'ikutan', 'bikin', 'bromo', 'kebakaran']","['bromo', 'sedeket', 'surabaya', 'kesana', 'gunung', 'ijen', 'datengi', 'duluan', 'enggak bisa', 'ikut', 'bikin', 'bromo', 'bakar']",bromo sedeket surabaya kesana gunung ijen datengi duluan enggak bisa ikut bikin bromo bakar
879,Geram banget sama orang2 yg membuat sabana teletabis digunung bromo jadi kebakaran..,2023-09-15 08:30:21+00:00,1,Geram banget sama orang2 yg membuat sabana teletabis digunung bromo jadi kebakaran..,Geram banget sama orang membuat sabana teletabis digunung bromo jadi kebakaran ,geram banget sama orang membuat sabana teletabis digunung bromo jadi kebakaran ,"['geram', 'banget', 'sama', 'orang', 'membuat', 'sabana', 'teletabis', 'digunung', 'bromo', 'jadi', 'kebakaran']","['geram', 'banget', 'sama', 'orang', 'membuat', 'sabana', 'teletabis', 'digunung', 'bromo', 'jadi', 'kebakaran']","['geram', 'banget', 'orang', 'sabana', 'teletabis', 'digunung', 'bromo', 'kebakaran']","['geram', 'banget', 'orang', 'sabana', 'teletabis', 'gunung', 'bromo', 'bakar']",geram banget orang sabana teletabis gunung bromo bakar
880,gue gajadi jalan jalan ke bromo grgr masalah kebakaran 😅😅😅 YA ALLAH,2023-09-15 08:37:17+00:00,2,gue gajadi jalan jalan ke bromo grgr masalah kebakaran 😅😅😅 YA ALLAH,gue gajadi jalan jalan bromo grgr masalah kebakaran ALLAH,gue gajadi jalan jalan bromo grgr masalah kebakaran allah,"['gue', 'gajadi', 'jalan', 'jalan', 'bromo', 'grgr', 'masalah', 'kebakaran', 'allah']","['gue', 'gajadi', 'jalan', 'jalan', 'bromo', 'gara-gara', 'masalah', 'kebakaran', 'allah']","['gue', 'gajadi', 'jalan', 'jalan', 'bromo', 'gara-gara', 'kebakaran', 'allah']","['gue', 'gajadi', 'jalan', 'jalan', 'bromo', 'gara-gara', 'bakar', 'allah']",gue gajadi jalan jalan bromo gara-gara bakar allah
881,itu yg prewed bromo sampe kebakaran aku kira hasil fotonya waw bgt ternyata asdfagahjdha,2023-09-15 08:44:15+00:00,3,itu yg prewed bromo sampe kebakaran aku kira hasil fotonya waw bgt ternyata asdfagahjdha,itu prewed bromo sampe kebakaran aku kira hasil fotonya waw bgt ternyata asdfagahjdha,itu prewed bromo sampe kebakaran aku kira hasil fotonya waw bgt ternyata asdfagahjdha,"['itu', 'prewed', 'bromo', 'sampe', 'kebakaran', 'aku', 'kira', 'hasil', 'fotonya', 'waw', 'bgt', 'ternyata', 'asdfagahjdha']","['itu', 'prewed', 'bromo', 'sampai', 'kebakaran', 'aku', 'kira', 'hasil', 'fotonya', 'wow', 'banget', 'ternyata', 'asdfagahjdha']","['prewed', 'bromo', 'kebakaran', 'hasil', 'fotonya', 'wow', 'banget', 'asdfagahjdha']","['prewed', 'bromo', 'bakar', 'hasil', 'foto', 'wow', 'banget', 'asdfagahjdha']",prewed bromo bakar hasil foto wow banget asdfagahjdha
882,"Biaya operasional pemadaman kebakaran kawasan wisata Gunung Bromo, Jawa Timur membengkak. Kepala Pusat Data Informasi dan Komunikasi Kebencanaan Badan Nasional Penanggulangan Bencana, Abdul Muhari angkat bicara tentang hal ini.",2023-09-15 08:44:51+00:00,1,"Biaya operasional pemadaman kebakaran kawasan wisata Gunung Bromo, Jawa Timur membengkak. Kepala Pusat Data Informasi dan Komunikasi Kebencanaan Badan Nasional Penanggulangan Bencana, Abdul Muhari angkat bicara tentang hal ini.",Biaya operasional pemadaman kebakaran kawasan wisata Gunung Bromo Jawa Timur membengkak Kepala Pusat Data Informasi dan Komunikasi Kebencanaan Badan Nasional Penanggulangan Bencana Abdul Muhari angkat bicara tentang hal ini ,biaya operasional pemadaman kebakaran kawasan wisata gunung bromo jawa timur membengkak kepala pusat data informasi dan komunikasi kebencanaan badan nasional penanggulangan bencana abdul muhari angkat bicara tentang hal ini ,"['biaya', 'operasional', 'pemadaman', 'kebakaran', 'kawasan', 'wisata', 'gunung', 'bromo', 'jawa', 'timur', 'membengkak', 'kepala', 'pusat', 'data', 'informasi', 'dan', 'komunikasi', 'kebencanaan', 'badan', 'nasional', 'penanggulangan', 'bencana', 'abdul', 'muhari', 'angkat', 'bicara', 'tentang', 'hal', 'ini']","['biaya', 'operasional', 'pemadaman', 'kebakaran', 'kawasan', 'wisata', 'gunung', 'bromo', 'jawa', 'timur', 'membengkak', 'kepala', 'pusat', 'data', 'informasi', 'dan', 'komunikasi', 'kebencanaan', 'badan', 'nasional', 'penanggulangan', 'bencana', 'abdul', 'muhari', 'angkat', 'bicara', 'tentang', 'hal', 'ini']","['biaya', 'operasional', 'pemadaman', 'kebakaran', 'kawasan', 'wisata', 'gunung', 'bromo', 'jawa', 'timur', 'membengkak', 'kepala', 'pusat', 'data', 'informasi', 'komunikasi', 'kebencanaan', 'badan', 'nasional', 'penanggulangan', 'bencana', 'abdul', 'muhari', 'angkat', 'bicara']","['biaya', 'operasional', 'madam', 'bakar', 'kawasan', 'wisata', 'gunung', 'bromo', 'jawa', 'timur', 'bengkak', 'kepala', 'pusat', 'data', 'informasi', 'komunikasi', 'bencana', 'badan', 'nasional', 'tanggulang', 'bencana', 'abdul', 'muhari', 'angkat', 'bicara']",biaya operasional madam bakar kawasan wisata gunung bromo jawa timur bengkak kepala pusat data informasi komunikasi bencana badan nasional tanggulang bencana abdul muhari angkat bicara
883,"@imputouri @landevo12 @ElbicnivniFx @AREAJULID kalo bromo kan katanya gegara flare prewedding itu,tapi kalo kalimantan bener kebakaran hutan gegara musim panas. disini setiap hari rata"" 34° waktu tengah hari/ dzuhur""",2023-09-15 08:54:53+00:00,2,"    kalo bromo kan katanya gegara flare prewedding itu,tapi kalo kalimantan bener kebakaran hutan gegara musim panas. disini setiap hari rata"" 34° waktu tengah hari/ dzuhur""", kalo bromo kan katanya gegara flare prewedding itu tapi kalo kalimantan bener kebakaran hutan gegara musim panas disini setiap hari rata waktu tengah hari dzuhur , kalo bromo kan katanya gegara flare prewedding itu tapi kalo kalimantan bener kebakaran hutan gegara musim panas disini setiap hari rata waktu tengah hari dzuhur ,"['kalo', 'bromo', 'kan', 'katanya', 'gegara', 'flare', 'prewedding', 'itu', 'tapi', 'kalo', 'kalimantan', 'bener', 'kebakaran', 'hutan', 'gegara', 'musim', 'panas', 'disini', 'setiap', 'hari', 'rata', 'waktu', 'tengah', 'hari', 'dzuhur']","['kalo', 'bromo', 'kan', 'katanya', 'gegara', 'flare', 'prewedding', 'itu', 'tapi', 'kalo', 'kalimantan', 'benar', 'kebakaran', 'hutan', 'gegara', 'musim', 'panas', 'disini', 'setiap', 'hari', 'rata', 'waktu', 'tengah', 'hari', 'dzuhur']","['bromo', 'gegara', 'flare', 'prewedding', 'kalimantan', 'kebakaran', 'hutan', 'gegara', 'musim', 'panas', 'dzuhur']","['bromo', 'gegara', 'flare', 'prewedding', 'kalimantan', 'bakar', 'hutan', 'gegara', 'musim', 'panas', 'dzuhur']",bromo gegara flare prewedding kalimantan bakar hutan gegara musim panas dzuhur
884,"@nocontxtnetijen padahal belum sempet ke bromo, tapi udah kebakaran gara-gara pasangan alay😔",2023-09-15 08:57:52+00:00,1," padahal belum sempet ke bromo, tapi udah kebakaran gara-gara pasangan alay😔", padahal belum sempet bromo tapi udah kebakaran gara gara pasangan alay , padahal belum sempet bromo tapi udah kebakaran gara gara pasangan alay ,"['padahal', 'belum', 'sempet', 'bromo', 'tapi', 'udah', 'kebakaran', 'gara', 'gara', 'pasangan', 'alay']","['padahal', 'belum', 'sempat', 'bromo', 'tapi', 'sudah', 'kebakaran', 'gara', 'gara', 'pasangan', 'alay']","['bromo', 'kebakaran', 'gara', 'gara', 'pasangan', 'alay']","['bromo', 'bakar', 'gara', 'gara', 'pasang', 'alay']",bromo bakar gara gara pasang alay
885,Bukit Teletubbies Bromo tuh indah bgt. Inget pernah nge-date bertiga aja sm Saf dan mamanya disitu tahun 2013. Sedih bgt kebakaran skrg dan jd kering gitu. Berdoa terus semoga segera bs padam seluruhnya. Nanti ditanam dan ditata kembali jd Bromo kembali normal lg. Aamiin ya Allah,2023-09-15 09:32:35+00:00,1,Bukit Teletubbies Bromo tuh indah bgt. Inget pernah nge-date bertiga aja sm Saf dan mamanya disitu tahun 2013. Sedih bgt kebakaran skrg dan jd kering gitu. Berdoa terus semoga segera bs padam seluruhnya. Nanti ditanam dan ditata kembali jd Bromo kembali normal lg. Aamiin ya Allah,Bukit Teletubbies Bromo tuh indah bgt Inget pernah nge date bertiga aja Saf dan mamanya disitu tahun Sedih bgt kebakaran skrg dan kering gitu Berdoa terus semoga segera padam seluruhnya Nanti ditanam dan ditata kembali Bromo kembali normal Aamiin Allah,bukit teletubbies bromo tuh indah bgt inget pernah nge date bertiga aja saf dan mamanya disitu tahun sedih bgt kebakaran skrg dan kering gitu berdoa terus semoga segera padam seluruhnya nanti ditanam dan ditata kembali bromo kembali normal aamiin allah,"['bukit', 'teletubbies', 'bromo', 'tuh', 'indah', 'bgt', 'inget', 'pernah', 'nge', 'date', 'bertiga', 'aja', 'saf', 'dan', 'mamanya', 'disitu', 'tahun', 'sedih', 'bgt', 'kebakaran', 'skrg', 'dan', 'kering', 'gitu', 'berdoa', 'terus', 'semoga', 'segera', 'padam', 'seluruhnya', 'nanti', 'ditanam', 'dan', 'ditata', 'kembali', 'bromo', 'kembali', 'normal', 'aamiin', 'allah']","['bukit', 'teletubbies', 'bromo', 'tuh', 'indah', 'banget', 'ingat', 'pernah', 'nge', 'date', 'bertiga', 'saja', 'saf', 'dan', 'mamanya', 'disitu', 'tahun', 'sedih', 'banget', 'kebakaran', 'sekarang', 'dan', 'kering', 'begitu', 'berdoa', 'terus', 'semoga', 'segera', 'padam', 'seluruhnya', 'nanti', 'ditanam', 'dan', 'ditata', 'kembali', 'bromo', 'kembali', 'normal', 'amin', 'allah']","['bukit', 'teletubbies', 'bromo', 'indah', 'banget', 'nge', 'date', 'bertiga', 'saf', 'mamanya', 'disitu', 'sedih', 'banget', 'kebakaran', 'kering', 'berdoa', 'semoga', 'padam', 'ditanam', 'ditata', 'bromo', 'normal', 'amin', 'allah']","['bukit', 'teletubbies', 'bromo', 'indah', 'banget', 'nge', 'date', 'tiga', 'saf', 'mama', 'situ', 'sedih', 'banget', 'bakar', 'kering', 'doa', 'moga', 'padam', 'tanam', 'tata', 'bromo', 'normal', 'amin', 'allah']",bukit teletubbies bromo indah banget nge date tiga saf mama situ sedih banget bakar kering doa moga padam tanam tata bromo normal amin allah
886,mau study tour ke malang malah bromo nya kebakaran semoga desember udah bagus lagi deh😩😩😩,2023-09-15 09:45:24+00:00,3,mau study tour ke malang malah bromo nya kebakaran semoga desember udah bagus lagi deh😩😩😩,mau study tour malang malah bromo nya kebakaran semoga desember udah bagus lagi deh ,mau study tour malang malah bromo nya kebakaran semoga desember udah bagus lagi deh ,"['mau', 'study', 'tour', 'malang', 'malah', 'bromo', 'nya', 'kebakaran', 'semoga', 'desember', 'udah', 'bagus', 'lagi', 'deh']","['mau', 'study', 'tour', 'malang', 'malah', 'bromo', 'nya', 'kebakaran', 'semoga', 'desember', 'sudah', 'bagus', 'lagi', 'deh']","['study', 'tour', 'malang', 'bromo', 'kebakaran', 'semoga', 'desember', 'bagus', 'deh']","['study', 'tour', 'malang', 'bromo', 'bakar', 'moga', 'desember', 'bagus', 'deh']",study tour malang bromo bakar moga desember bagus deh
887,"@nocontxtnetijen Org bego akan selalu ada, regenerasi mereka cepat sekali. Lagi2 org waras harus mengalah memikirkan penanganan dan mitigasi agar tdk terjadi lagi. Pertanyaannya, mungkin gak kawasan sabana kering ky bromo gini dibikin saluran pipa air biar gampang klo ada kebakaran?",2023-09-15 09:50:38+00:00,1," Org bego akan selalu ada, regenerasi mereka cepat sekali. Lagi2 org waras harus mengalah memikirkan penanganan dan mitigasi agar tdk terjadi lagi. Pertanyaannya, mungkin gak kawasan sabana kering ky bromo gini dibikin saluran pipa air biar gampang klo ada kebakaran?", Org bego akan selalu ada regenerasi mereka cepat sekali Lagi org waras harus mengalah memikirkan penanganan dan mitigasi agar tdk terjadi lagi Pertanyaannya mungkin gak kawasan sabana kering bromo gini dibikin saluran pipa air biar gampang klo ada kebakaran , org bego akan selalu ada regenerasi mereka cepat sekali lagi org waras harus mengalah memikirkan penanganan dan mitigasi agar tdk terjadi lagi pertanyaannya mungkin gak kawasan sabana kering bromo gini dibikin saluran pipa air biar gampang klo ada kebakaran ,"['org', 'bego', 'akan', 'selalu', 'ada', 'regenerasi', 'mereka', 'cepat', 'sekali', 'lagi', 'org', 'waras', 'harus', 'mengalah', 'memikirkan', 'penanganan', 'dan', 'mitigasi', 'agar', 'tdk', 'terjadi', 'lagi', 'pertanyaannya', 'mungkin', 'gak', 'kawasan', 'sabana', 'kering', 'bromo', 'gini', 'dibikin', 'saluran', 'pipa', 'air', 'biar', 'gampang', 'klo', 'ada', 'kebakaran']","['orang', 'bego', 'akan', 'selalu', 'ada', 'regenerasi', 'mereka', 'cepat', 'sekali', 'lagi', 'orang', 'waras', 'harus', 'mengalah', 'memikirkan', 'penanganan', 'dan', 'mitigasi', 'agar', 'tidak', 'terjadi', 'lagi', 'pertanyaannya', 'mungkin', 'enggak', 'kawasan', 'sabana', 'kering', 'bromo', 'begini', 'dibikin', 'saluran', 'pipa', 'air', 'biar', 'gampang', 'kalo', 'ada', 'kebakaran']","['orang', 'bego', 'regenerasi', 'cepat', 'orang', 'waras', 'mengalah', 'memikirkan', 'penanganan', 'mitigasi', 'pertanyaannya', 'kawasan', 'sabana', 'kering', 'bromo', 'dibikin', 'saluran', 'pipa', 'air', 'biar', 'gampang', 'kebakaran']","['orang', 'bego', 'regenerasi', 'cepat', 'orang', 'waras', 'kalah', 'pikir', 'tangan', 'mitigasi', 'tanya', 'kawasan', 'sabana', 'kering', 'bromo', 'bikin', 'salur', 'pipa', 'air', 'biar', 'gampang', 'bakar']",orang bego regenerasi cepat orang waras kalah pikir tangan mitigasi tanya kawasan sabana kering bromo bikin salur pipa air biar gampang bakar
888,@luculucuaaan Bomba ni tak padamkan api je  Kerbau masuk sumur  Kebakaran Bromo dan menjaga anak anak,2023-09-15 09:59:06+00:00,3, Bomba ni tak padamkan api je  Kerbau masuk sumur  Kebakaran Bromo dan menjaga anak anak, Bomba tak padamkan api Kerbau masuk sumur Kebakaran Bromo dan menjaga anak anak, bomba tak padamkan api kerbau masuk sumur kebakaran bromo dan menjaga anak anak,"['bomba', 'tak', 'padamkan', 'api', 'kerbau', 'masuk', 'sumur', 'kebakaran', 'bromo', 'dan', 'menjaga', 'anak', 'anak']","['bomba', 'tak', 'padamkan', 'api', 'kerbau', 'masuk', 'sumur', 'kebakaran', 'bromo', 'dan', 'menjaga', 'anak', 'anak']","['bomba', 'padamkan', 'api', 'kerbau', 'masuk', 'sumur', 'kebakaran', 'bromo', 'menjaga', 'anak', 'anak']","['bomba', 'padam', 'api', 'kerbau', 'masuk', 'sumur', 'bakar', 'bromo', 'jaga', 'anak', 'anak']",bomba padam api kerbau masuk sumur bakar bromo jaga anak anak
889,"Orang2 di igeh post poto sebelum bromo kebakaran, kita yang belum sempet ke bromo nangis di pojokan🤣🤣",2023-09-15 10:20:52+00:00,1,"Orang2 di igeh post poto sebelum bromo kebakaran, kita yang belum sempet ke bromo nangis di pojokan🤣🤣",Orang igeh post poto sebelum bromo kebakaran kita yang belum sempet bromo nangis pojokan ,orang igeh post poto sebelum bromo kebakaran kita yang belum sempet bromo nangis pojokan ,"['orang', 'igeh', 'post', 'poto', 'sebelum', 'bromo', 'kebakaran', 'kita', 'yang', 'belum', 'sempet', 'bromo', 'nangis', 'pojokan']","['orang', 'igeh', 'post', 'poto', 'sebelum', 'bromo', 'kebakaran', 'kita', 'yang', 'belum', 'sempat', 'bromo', 'menangis', 'pojokan']","['orang', 'igeh', 'post', 'poto', 'bromo', 'kebakaran', 'bromo', 'menangis', 'pojokan']","['orang', 'igeh', 'post', 'poto', 'bromo', 'bakar', 'bromo', 'menang', 'pojok']",orang igeh post poto bromo bakar bromo menang pojok
890,@detikcom Kenapa ya selalu alam dilibatkan di setiap ulah manusia itu sendiri. Andai alam menjawab jika tak ada foto prewedding mungkin kebakaran bromo tak akan terjadi,2023-09-15 10:21:21+00:00,3, Kenapa ya selalu alam dilibatkan di setiap ulah manusia itu sendiri. Andai alam menjawab jika tak ada foto prewedding mungkin kebakaran bromo tak akan terjadi, Kenapa selalu alam dilibatkan setiap ulah manusia itu sendiri Andai alam menjawab jika tak ada foto prewedding mungkin kebakaran bromo tak akan terjadi, kenapa selalu alam dilibatkan setiap ulah manusia itu sendiri andai alam menjawab jika tak ada foto prewedding mungkin kebakaran bromo tak akan terjadi,"['kenapa', 'selalu', 'alam', 'dilibatkan', 'setiap', 'ulah', 'manusia', 'itu', 'sendiri', 'andai', 'alam', 'menjawab', 'jika', 'tak', 'ada', 'foto', 'prewedding', 'mungkin', 'kebakaran', 'bromo', 'tak', 'akan', 'terjadi']","['kenapa', 'selalu', 'alam', 'dilibatkan', 'setiap', 'ulah', 'manusia', 'itu', 'sendiri', 'andai', 'alam', 'menjawab', 'jika', 'tak', 'ada', 'foto', 'prewedding', 'mungkin', 'kebakaran', 'bromo', 'tak', 'akan', 'terjadi']","['alam', 'dilibatkan', 'ulah', 'manusia', 'andai', 'alam', 'foto', 'prewedding', 'kebakaran', 'bromo']","['alam', 'libat', 'ulah', 'manusia', 'andai', 'alam', 'foto', 'prewedding', 'bakar', 'bromo']",alam libat ulah manusia andai alam foto prewedding bakar bromo
